ID,Year_Birth,Education,MaritalStatus,Income,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response
22272,1974,PhD,Together,45068,25,1,2,7,0
22273,1966,PhD,Together,28764,16,1,2,8,0
22274,1960,Graduation,Together,70971,28,11,5,7,1
22275,1958,2n Cycle,Single,38741,60,2,3,7,0
22276,1970,Graduation,Divorced,84835,0,4,6,1,1
22277,1960,Graduation,Married,31454,40,2,3,8,0
22278,1969,Graduation,Together,54165,72,2,7,2,0
22279,1970,Graduation,Together,38200,19,1,2,7,0
22280,1987,PhD,Single,42000,23,5,11,5,1
22281,1951,Graduation,Single,80872,60,4,10,1,0
22282,1993,Graduation,Single,70515,12,6,4,2,1
22283,1971,2n Cycle,Married,54690,76,3,5,3,0
22284,1978,Graduation,Together,25851,45,2,3,7,0
22285,1963,Graduation,Married,80124,47,3,8,1,0
22286,1964,Graduation,Married,42523,96,1,4,2,0
22287,1978,Graduation,Married,38136,69,3,2,8,0
22288,1953,PhD,Together,64504,81,11,4,7,1
22289,1951,Graduation,Single,60689,23,4,10,3,0
22290,1963,PhD,Divorced,48799,9,3,7,3,0
22291,1944,Graduation,Married,55956,22,7,4,4,0
22292,1987,Graduation,Together,67605,84,2,6,1,0
22293,1959,Graduation,Married,18690,77,1,2,8,0
22294,1986,Graduation,Single,,19,27,0,1,0
22295,1980,Graduation,Together,69508,48,11,11,6,0
22296,1965,Graduation,Married,48006,55,1,3,6,0
22297,1945,Graduation,Married,69755,23,3,12,1,0
22298,1964,Graduation,Together,63404,97,6,4,4,0
22299,1972,Graduation,Married,77981,78,7,7,5,0
22300,1970,Graduation,Married,69016,61,8,13,5,0
22301,1957,PhD,Married,82017,58,5,7,2,1
22302,1969,Master,Together,41021,12,2,3,6,1
22303,1972,Graduation,Together,59868,37,11,12,6,0
22304,1980,2n Cycle,Together,25130,10,2,3,7,0
22305,1972,Graduation,Married,40321,59,3,3,7,0
22306,1960,Master,Married,81843,13,5,12,3,0
22307,1979,Graduation,Married,27244,84,2,2,7,0
22308,1957,Graduation,Married,71113,95,6,9,4,0
22309,1981,PhD,Together,39665,97,4,3,7,0
22310,1976,Graduation,Divorced,46310,99,6,5,8,0
22311,1947,PhD,Married,67472,93,4,7,3,0
22312,1987,Graduation,Single,57100,9,3,7,3,0
22313,1973,Graduation,Divorced,71128,80,2,12,7,0
22314,1983,PhD,Single,87188,73,10,6,3,1
22315,1966,Master,Together,45903,80,2,3,4,0
22316,1960,PhD,Together,38201,19,5,5,8,0
22317,1979,2n Cycle,Divorced,13533,45,2,3,7,0
22318,1971,Master,Married,39791,89,3,4,7,0
22319,1948,PhD,Married,45579,10,4,4,6,0
22320,1973,Graduation,Married,27803,40,3,4,8,0
22321,1966,Master,Married,33585,91,2,4,4,0
22322,1951,Graduation,Single,,96,2,4,6,0
22323,1949,Graduation,Widow,70165,60,3,11,1,0
22324,1960,Graduation,Divorced,62204,38,4,12,3,0
22325,1956,2n Cycle,Together,54342,74,3,4,6,0
22326,1974,Master,Together,21255,56,2,4,4,0
22327,1943,Master,Married,65073,65,5,5,2,0
22328,1900,2n Cycle,Divorced,36640,99,2,2,5,0
22329,1983,Graduation,Married,39922,30,3,4,8,0
22330,1961,Graduation,Married,60544,92,5,5,6,0
22331,1978,2n Cycle,Together,63855,28,7,13,4,0
22332,1952,Graduation,Married,49413,88,4,5,5,0
22333,1962,Graduation,Divorced,37859,75,1,3,8,0
22334,1978,Master,Single,68092,7,2,10,5,0
22335,1974,Graduation,Married,67445,63,9,12,6,0
22336,1972,2n Cycle,Married,70932,57,6,12,3,0
22337,1974,Graduation,Single,49166,17,5,3,6,0
22338,1979,Graduation,Together,77298,46,6,11,3,0
22339,1960,Master,Married,30522,6,1,9,2,0
22340,1950,Graduation,Single,16813,49,2,3,7,0
22341,1956,Graduation,Single,54252,25,4,5,6,0
22342,1974,Graduation,Together,56715,52,7,4,4,0
22343,1961,Master,Married,61794,74,4,10,2,0
22344,1972,Graduation,Together,59868,37,11,12,6,0
22345,1956,Graduation,Single,46998,55,5,5,7,0
22346,1988,2n Cycle,Divorced,35388,20,1,3,7,0
22347,1976,2n Cycle,Together,36301,53,3,3,7,0
22348,1979,Graduation,Single,47691,43,1,2,6,0
22349,1952,PhD,Single,62000,25,6,13,4,0
22350,1992,Graduation,Single,48789,94,6,7,6,0
22351,1965,Graduation,Married,81168,84,6,7,3,0
22352,1946,PhD,Single,82800,23,7,12,3,1
22353,1958,Graduation,Married,67267,0,3,5,2,0
22354,1973,2n Cycle,Married,,25,3,3,8,0
22355,1970,Graduation,Together,22070,11,2,2,6,0
22356,1952,Graduation,Together,75278,17,6,13,3,0
22357,1971,Graduation,Married,25721,75,1,2,7,1
22358,1978,2n Cycle,Together,17117,96,3,3,9,0
22359,1979,2n Cycle,Single,88194,19,11,10,5,1
22360,1965,Graduation,Single,61559,8,4,10,3,0
22361,1953,Graduation,Married,37716,4,4,3,7,0
22362,1959,2n Cycle,Divorced,59052,29,7,7,5,0
22363,1989,Graduation,Single,81217,77,3,11,1,0
22364,1962,Graduation,Divorced,39552,54,6,5,8,1
22365,1970,PhD,Together,82072,67,3,13,1,0
22366,1991,Graduation,Married,51373,37,3,3,4,0
22367,1957,PhD,Together,6835,76,0,1,20,0
22368,1979,Master,Together,24401,98,6,6,8,0
22369,1969,Graduation,Together,21918,37,2,3,6,0
22370,1959,Master,Married,34242,25,0,3,5,0
22371,1974,Graduation,Married,60093,92,7,10,6,0
22372,1972,Graduation,Together,84906,98,5,12,2,0
22373,1989,Graduation,Married,28691,56,1,3,8,0
22374,1949,Graduation,Widow,70165,60,3,11,1,0
22375,1944,Master,Widow,45006,90,3,7,3,0
22376,1973,2n Cycle,Married,46094,62,1,3,7,0
22377,1981,Graduation,Single,72066,55,4,6,2,1
22378,1960,Master,Together,73113,86,3,7,2,0
22379,1967,Master,Together,62513,16,6,10,6,0
22380,1963,Graduation,Divorced,68118,51,8,4,6,0
22381,1979,Basic,Together,24594,94,1,3,5,0
22382,1951,2n Cycle,Married,78497,44,5,12,2,0
22383,1986,Graduation,Married,32880,76,1,3,8,0
22384,1950,Graduation,Together,48070,33,8,6,7,0
22385,1989,Graduation,Single,81217,77,3,11,1,0
22386,1989,Master,Divorced,10979,34,3,3,5,0
22387,1991,PhD,Together,68682,56,4,10,2,0
22388,1956,Master,Married,62058,52,6,7,6,0
22389,1965,PhD,Widow,54111,97,5,6,5,0
22390,1986,Master,Together,42386,43,3,3,8,0
22391,1982,2n Cycle,Together,41039,32,8,5,8,0
22392,1962,Master,Together,47175,81,4,4,8,1
22393,1987,Graduation,Married,17323,38,1,3,8,0
22394,1956,Master,Together,55249,81,2,4,3,0
22395,1981,PhD,Married,58293,94,5,6,5,0
22396,1959,Graduation,Married,35701,36,1,3,6,0
22397,1970,Graduation,Married,28164,23,2,4,7,0
22398,1990,2n Cycle,Single,51250,28,10,4,9,0
22399,1988,Graduation,Single,66951,46,3,7,1,0
22400,1957,PhD,Married,82017,58,5,7,2,1
22401,1956,Graduation,Divorced,46086,34,3,8,4,0
22402,1969,Graduation,Married,65747,96,8,6,6,0
22403,1985,PhD,Married,64355,66,4,12,8,0
22404,1986,Master,Married,27161,41,1,3,7,0
22405,1969,Basic,Together,22390,49,1,2,7,0
22406,1985,PhD,Married,64355,66,4,12,8,0
22407,1988,Graduation,Single,34176,12,3,4,6,0
22408,1957,Graduation,Married,71113,95,6,9,4,0
22409,1949,Graduation,Together,54591,63,6,8,5,0
22410,1981,Graduation,Single,72066,55,4,6,2,1
22411,1969,Master,Married,42169,20,1,3,8,0
22412,1992,Graduation,Single,83528,7,4,8,1,1
22413,1943,PhD,Divorced,48948,53,7,5,6,1
22414,1967,Graduation,Single,52074,77,2,2,4,0
22415,1973,Graduation,Married,52845,7,8,6,6,0
22416,1976,2n Cycle,Together,75484,50,7,6,4,0
22417,1965,Graduation,Single,61559,8,4,10,3,0
22418,1956,Graduation,Married,71391,50,6,12,3,0
22419,1987,Graduation,Together,67605,84,2,6,1,0
22420,1958,Graduation,Divorced,78331,97,10,7,4,0
22421,1954,Graduation,Divorced,79865,12,5,5,1,0
22422,1966,Master,Married,33585,91,2,4,4,0
22423,1989,Graduation,Single,46107,78,1,4,3,0
22424,1954,Master,Divorced,62637,76,2,5,2,0
22425,1952,Graduation,Married,67433,51,6,13,4,0
22426,1959,PhD,Married,75032,74,5,9,3,0
22427,1960,PhD,Divorced,50611,98,4,7,6,0
22428,1958,Graduation,Together,65196,34,7,11,5,0
22429,1944,Graduation,Married,65275,9,4,13,2,0
22430,1991,Graduation,Single,90273,32,5,7,2,1
22431,1969,Master,Together,66476,80,6,10,4,0
22432,1977,Graduation,Married,72117,34,9,9,5,0
22433,1965,Graduation,Single,69263,14,9,7,6,0
22434,1978,Graduation,Married,64813,81,7,10,5,0
22435,1960,Graduation,Divorced,62204,38,4,12,3,0
22436,1952,Master,Married,33444,24,1,2,8,0
22437,1955,Master,Single,51124,79,1,3,3,0
22438,1985,Graduation,Single,22327,94,1,3,5,0
22439,1968,Master,Married,29543,47,3,2,7,0
22440,1953,Graduation,Married,50725,45,8,8,8,0
22441,1976,Master,Married,49681,66,7,7,7,0
22442,1971,Graduation,Single,55239,59,7,11,5,0
22443,1944,PhD,Single,82716,8,6,13,2,0
22444,1975,2n Cycle,Together,34984,40,1,3,7,0
22445,1960,2n Cycle,Single,32218,27,2,3,7,1
22446,1972,Graduation,Married,74716,92,7,5,4,0
22447,1956,Graduation,Married,79456,12,5,4,3,1
22448,1957,Graduation,Married,23539,13,2,4,6,0
22449,1970,Graduation,Divorced,33986,43,1,3,7,0
22450,1974,Graduation,Married,72099,18,3,10,1,0
22451,1951,Graduation,Married,57304,61,7,10,5,0
22452,1984,Graduation,Single,52413,67,7,7,7,0
22453,1956,Graduation,Married,50387,91,6,8,5,0
22454,1973,Graduation,Married,92955,35,6,9,2,1
22455,1969,Graduation,Single,81657,69,3,8,1,0
22456,1963,Graduation,Single,30983,50,4,3,8,1
22457,1957,Master,Absurd,65487,48,3,6,2,0
22458,1978,Graduation,Single,38557,17,3,3,7,0
22459,1968,Master,Divorced,41335,24,4,4,7,0
22460,1971,Master,Single,39763,9,5,2,9,1
22461,1989,Graduation,Single,64449,70,5,12,4,0
22462,1978,Graduation,Married,33039,4,2,4,5,0
22463,1978,Graduation,Married,38136,69,3,2,8,0
22464,1972,Graduation,Married,22063,43,2,3,7,0
22465,1971,Graduation,Together,71796,54,9,4,4,0
22466,1978,Basic,Together,24882,52,1,2,6,0
22467,1975,Graduation,Married,79205,73,6,4,4,1
22468,1951,PhD,Single,64950,29,11,10,7,0
22469,1976,Master,Together,65104,4,3,7,7,1
22470,1985,Graduation,Married,31158,62,2,3,8,0
22471,1954,Graduation,Together,36807,88,1,2,6,0
22472,1950,PhD,Together,52157,48,3,5,4,0
22473,1957,PhD,Married,37633,49,1,3,9,0
22474,1955,PhD,Together,46015,25,1,3,7,0
22475,1985,Graduation,Single,72903,74,7,8,4,1
22476,1978,2n Cycle,Together,38702,71,3,4,6,0
22477,1970,Graduation,Widow,66731,33,4,6,3,0
22478,1975,2n Cycle,Widow,47682,80,4,8,5,0
22479,1955,2n Cycle,Together,74805,14,4,10,2,0
22480,1980,Graduation,Single,81741,75,6,7,2,0
22481,1975,Master,Single,46098,86,3,2,8,1
22482,1979,2n Cycle,Together,7500,7,3,2,7,0
22483,1956,2n Cycle,Together,58821,44,9,9,6,0
22484,1961,Basic,Married,28249,80,2,3,6,0
22485,1959,Graduation,Divorced,61250,49,5,12,5,0
22486,1948,Graduation,Single,90842,57,4,13,1,0
22487,1958,Graduation,Married,67267,0,3,5,2,0
22488,1978,Graduation,Married,73807,88,5,11,2,0
22489,1961,Graduation,Single,46524,70,1,5,3,0
22490,1973,PhD,Married,37401,14,2,3,7,0
22491,1981,2n Cycle,Married,35523,8,3,3,7,0
22492,1957,Graduation,Married,73803,61,9,6,6,1
22493,1970,Graduation,Single,30015,28,1,4,5,0
22494,1978,Graduation,Married,65819,99,5,10,3,0
22495,1984,Graduation,Married,38680,97,2,3,7,0
22496,1956,Master,Together,58656,25,7,13,6,0
22497,1958,Graduation,Together,69096,4,5,10,4,0
22498,1976,2n Cycle,Together,36301,53,3,3,7,0
22499,1968,Graduation,Married,45688,20,3,8,4,0
22500,1977,Graduation,Together,666666,23,3,3,6,0
22501,1963,Graduation,Married,22419,74,3,2,8,0
22502,1969,Graduation,Together,38361,74,3,3,7,0
22503,1966,Graduation,Together,57811,49,7,11,5,0
22504,1976,Master,Married,81929,60,4,10,6,1
22505,1944,Graduation,Married,65275,9,4,13,2,0
22506,1960,Graduation,Together,19740,65,1,3,5,0
22507,1975,Master,Single,46098,86,3,2,8,0
22508,1986,PhD,Single,69867,30,3,8,1,1
22509,1956,Graduation,Married,79456,12,5,4,3,1
22510,1959,Graduation,Divorced,23295,72,1,2,8,0
22511,1964,PhD,Married,60896,90,9,4,6,1
22512,1956,Graduation,Married,71391,50,6,12,3,0
22513,1979,Graduation,Together,75507,56,8,6,3,0
22514,1975,PhD,Married,86836,7,6,6,5,1
22515,1988,Basic,Together,13724,43,2,2,9,0
22516,1965,Graduation,Married,73538,92,10,9,7,0
22517,1983,Master,Married,27100,64,1,3,7,0
22518,1982,Graduation,Together,40479,95,0,3,4,0
22519,1962,PhD,Together,31497,22,3,4,8,0
22520,1959,Graduation,Married,35701,36,1,3,6,0
22521,1970,Master,Single,44802,71,9,12,8,0
22522,1953,PhD,Together,64504,81,11,4,7,1
22523,1976,Master,Married,49681,66,7,7,7,0
22524,1948,PhD,Married,83837,79,9,5,4,1
22525,1991,2n Cycle,Single,61618,27,3,8,3,0
22526,1973,PhD,Together,20427,63,1,2,8,0
22527,1965,Master,Married,53843,64,8,3,7,0
22528,1961,Graduation,Married,27116,78,2,3,7,0
22529,1969,Graduation,Married,4428,0,25,0,1,0
22530,1973,Graduation,Divorced,71128,80,2,12,7,0
22531,1975,2n Cycle,Married,22212,49,2,4,6,0
22532,1971,Master,Married,35178,10,1,2,7,1
22533,1978,Graduation,Married,51267,37,3,5,4,0
22534,1951,Graduation,Married,75903,50,6,9,3,0
22535,1967,PhD,Married,77766,97,11,11,6,1
22536,1976,Graduation,Married,53359,4,5,4,7,0
22537,1955,PhD,Single,61284,76,11,8,6,0
22538,1987,Graduation,Divorced,81361,18,3,13,1,0
22539,1971,Master,Divorced,74290,70,10,10,6,0
22540,1973,Master,Divorced,52034,67,4,5,7,0
22541,1969,Graduation,Together,74918,78,5,6,3,0
22542,1976,Basic,Married,7500,59,2,3,8,0
22543,1978,Graduation,Single,30168,51,6,4,9,0
22544,1969,Graduation,Divorced,69901,95,7,10,5,0
22545,1959,Master,Widow,33051,15,9,8,9,1
22546,1973,2n Cycle,Married,46094,62,1,3,7,0
22547,1964,2n Cycle,Single,,49,1,2,7,0
22548,1976,PhD,Married,49544,0,5,8,7,0
22549,1951,2n Cycle,Married,78497,44,5,12,2,0
22550,1954,PhD,Married,70421,98,10,7,6,0
22551,1952,Graduation,Together,83844,57,4,11,1,0
22552,1965,PhD,Married,71322,57,8,13,4,0
22553,1953,PhD,Single,46231,87,6,4,9,0
22554,1974,2n Cycle,Married,45894,15,1,3,5,0
22555,1991,2n Cycle,Together,20193,18,1,4,4,0
22556,1970,Graduation,Single,27242,2,2,3,9,1
22557,1979,Graduation,Married,72063,3,5,12,2,0
22558,1978,Graduation,Divorced,71847,95,6,9,3,0
22559,1973,Graduation,Married,59041,25,2,4,5,0
22560,1960,Master,Together,73113,86,3,7,2,0
22561,1949,Graduation,Together,54591,63,6,8,5,0
22562,1976,PhD,Single,42473,72,2,4,5,0
22563,1965,Graduation,Together,83003,18,7,8,3,1
22564,1962,Graduation,Married,55759,84,10,8,8,0
22565,1956,Master,Married,63915,2,6,12,5,0
22566,1994,Graduation,Single,95529,29,7,7,3,1
22567,1961,Graduation,Together,64260,1,4,4,3,1
22568,1988,Graduation,Single,20518,58,1,2,5,0
22569,1971,2n Cycle,Married,78041,93,4,9,2,0
22570,1970,Master,Together,,39,4,6,5,0
22571,1980,Graduation,Married,19107,49,1,3,7,0
22572,1983,Graduation,Married,69520,95,9,5,5,0
22573,1970,Master,Married,61872,81,4,9,4,0
22574,1992,Basic,Single,7500,63,3,2,9,0
22575,1989,2n Cycle,Together,38683,80,4,6,7,0
22576,1974,2n Cycle,Married,20130,99,1,3,8,0
22577,1989,Basic,Married,17487,37,1,2,7,0
22578,1969,PhD,Married,56242,72,8,11,6,0
22579,1965,Graduation,Divorced,4861,20,0,0,14,0
22580,1980,Graduation,Single,30828,16,1,4,3,0
22581,1976,PhD,Together,49187,63,1,5,2,0
22582,1966,Graduation,Married,61286,34,7,8,5,0
22583,1960,2n Cycle,Divorced,87305,19,5,8,2,1
22584,1964,Graduation,Single,18701,95,2,4,5,0
22585,1969,PhD,Married,94871,99,8,4,7,1
22586,1972,Graduation,Married,62710,53,4,12,4,0
22587,1965,Graduation,Married,81168,84,6,7,3,0
22588,1978,Basic,Single,26487,23,2,3,5,0
22589,1969,Master,Married,79734,72,4,6,1,0
22590,1975,Graduation,Married,51948,51,5,4,5,0
22591,1949,Master,Married,81698,4,3,13,1,1
22592,1978,Master,Single,35544,77,2,3,7,0
22593,1979,Basic,Single,16014,42,1,4,3,0
22594,1976,Graduation,Single,79941,72,2,9,1,0
22595,1969,Graduation,Together,76653,91,4,11,2,0
22596,1966,Graduation,Together,70713,23,5,8,3,0
22597,1976,Master,Single,72309,64,5,8,3,1
22598,1984,PhD,Single,42710,38,4,3,6,0
22599,1965,Graduation,Married,77343,28,3,9,1,0
22600,1962,Master,Single,72217,93,3,8,2,0
22601,1947,Master,Single,91712,47,9,11,3,1
22602,1963,PhD,Widow,52278,24,10,10,8,1
22603,1956,Graduation,Divorced,22304,91,1,2,8,0
22604,1972,Graduation,Single,21359,1,2,3,8,1
22605,1955,Graduation,Married,76998,85,11,8,6,0
22606,1959,Graduation,Married,35701,36,1,3,6,0
22607,1986,Master,Married,27161,41,1,3,7,0
22608,1966,Master,Single,43456,0,5,8,5,0
22609,1980,PhD,Single,36802,23,1,3,5,0
22610,1956,Master,Together,54603,85,4,4,7,0
22611,1979,Graduation,Together,21645,75,3,3,9,1
22612,1949,PhD,Single,26518,33,2,3,8,1
22613,1963,2n Cycle,Married,32632,32,4,8,5,0
22614,1966,Graduation,Married,44794,99,2,3,6,0
22615,1974,Graduation,Married,30631,75,3,2,7,0
22616,1989,Master,Together,88420,87,4,8,1,0
22617,1970,Graduation,Together,38200,19,1,2,7,0
22618,1966,Graduation,Divorced,48877,27,3,4,7,0
22619,1986,Graduation,Married,79529,1,4,9,2,0
22620,1971,PhD,Together,78642,83,4,4,6,0
22621,1981,PhD,Single,36038,82,3,3,6,0
22622,1968,Master,Divorced,41335,24,4,4,7,0
22623,1978,Graduation,Married,38136,69,3,2,8,0
22624,1980,Graduation,Single,81741,75,6,7,2,0
22625,1973,PhD,Married,32644,38,7,6,8,0
22626,1963,Master,Together,38620,56,2,3,3,0
22627,1957,Graduation,Together,21994,4,0,3,5,0
22628,1990,Graduation,Married,18929,15,1,4,6,0
22629,1969,PhD,Married,56242,72,8,11,6,0
22630,1975,PhD,Married,86836,7,6,6,5,1
22631,1970,2n Cycle,Married,15315,27,2,4,5,0
22632,1961,Graduation,Married,60544,92,5,5,6,0
22633,1983,Graduation,Divorced,82025,76,3,6,1,1
22634,1971,Graduation,Married,76445,2,2,13,6,0
22635,1975,Graduation,Single,57338,96,4,5,5,0
22636,1957,Graduation,Single,64849,42,9,6,5,1
22637,1954,Graduation,Divorced,50002,21,8,7,7,0
22638,1943,Master,Widow,,75,5,11,1,1
22639,1957,Graduation,Single,,45,1,2,7,0
22640,1957,Master,Together,68148,86,4,6,2,0
22641,1961,Basic,Married,28249,80,2,3,6,0
22642,1976,Master,Divorced,75012,41,3,11,1,0
22643,1966,PhD,Together,28764,16,1,2,8,0
22644,1954,Graduation,Married,38998,92,2,3,8,0
22645,1992,Graduation,Single,48789,94,6,7,6,0
22646,1973,Basic,Together,27190,13,1,2,8,1
22647,1979,Graduation,Together,21645,75,3,3,9,1
22648,1963,Graduation,Single,34377,55,2,2,7,0
22649,1972,Graduation,Together,84906,98,5,12,2,0
22650,1953,Graduation,Divorced,62551,27,6,4,3,0
22651,1978,PhD,Married,37717,31,1,2,9,0
22652,1959,Graduation,Married,65492,73,4,13,2,0
22653,1986,PhD,Together,38197,86,1,3,5,0
22654,1972,PhD,Married,57091,82,9,5,7,1
22655,1960,Graduation,Together,19740,65,1,3,5,0
22656,1956,Graduation,Married,90369,2,4,6,1,1
22657,1958,Graduation,Married,72905,52,3,9,1,0
22658,1949,PhD,Married,80360,56,4,5,2,0
22659,1980,Master,Married,31535,95,1,2,7,0
22660,1975,Graduation,Married,51948,51,5,4,5,0
22661,1969,Master,Married,70091,11,5,10,8,0
22662,1987,Graduation,Together,67430,6,11,12,6,0
22663,1960,2n Cycle,Single,47823,0,2,3,8,0
22664,1955,Graduation,Divorced,37244,90,1,2,7,0
22665,1965,PhD,Together,34230,72,1,2,7,0
22666,1960,2n Cycle,Together,50523,89,2,4,6,0
22667,1959,Graduation,Married,87195,35,3,5,1,1
22668,1952,Basic,Together,13084,29,1,3,6,0
22669,1951,Graduation,Single,49090,45,7,9,7,0
22670,1960,PhD,Married,65695,50,5,10,4,0
22671,1971,PhD,Together,32892,78,3,3,8,0
22672,1992,Graduation,Single,83528,7,4,8,1,1
22673,1954,Graduation,Single,22507,67,10,4,9,0
22674,1989,Graduation,Single,9255,91,1,2,8,0
22675,1971,Graduation,Divorced,40851,63,1,2,7,0
22676,1978,Master,Single,68092,7,2,10,5,0
22677,1958,Graduation,Married,72905,52,3,9,1,0
22678,1948,PhD,Single,60200,3,6,11,6,0
22679,1976,Graduation,Divorced,40780,30,7,5,9,0
22680,1971,PhD,Single,60504,73,6,8,6,0
22681,1981,Graduation,Married,19419,76,4,3,9,0
22682,1947,PhD,Together,73059,36,9,13,4,0
22683,1973,Graduation,Married,32300,1,1,3,8,0
22684,1976,PhD,Together,72335,2,10,8,8,1
22685,1970,Master,Divorced,78579,35,5,4,3,1
22686,1972,PhD,Together,83443,89,6,5,2,0
22687,1957,PhD,Together,6835,76,0,1,20,0
22688,1955,Master,Divorced,46390,56,4,3,7,0
22689,1970,Graduation,Single,61209,73,5,4,2,0
22690,1970,Graduation,Divorced,58710,77,11,9,6,0
22691,1951,Graduation,Single,15033,37,1,3,3,0
22692,1956,Graduation,Married,71866,85,6,10,3,0
22693,1970,Master,Married,44511,39,8,8,8,0
22694,1954,Graduation,Single,36130,46,3,4,4,1
22695,1958,Graduation,Married,67267,0,3,5,2,0
22696,1972,Graduation,Married,65685,54,9,9,5,0
22697,1974,Graduation,Married,67445,63,9,12,6,0
22698,1960,2n Cycle,Divorced,87305,19,5,8,2,1
22699,1988,Graduation,Married,24645,16,1,2,8,0
22700,1959,Master,Married,77520,30,8,7,4,1
22701,1959,PhD,Married,75032,74,5,9,3,0
22702,1963,Master,Single,64191,30,5,13,3,0
22703,1974,PhD,Single,31560,98,2,3,8,0
22704,1974,PhD,Together,30351,19,3,2,9,1
22705,1969,Master,Married,42169,20,1,3,8,0
22706,1949,PhD,Married,58607,63,2,9,8,0
22707,1963,PhD,Divorced,72968,8,5,8,3,1
22708,1973,Master,Married,60432,61,7,5,6,0
22709,1983,Graduation,Married,69520,95,9,5,5,0
22710,1972,Graduation,Married,30023,28,2,3,8,0
22711,1957,Graduation,Single,,45,1,2,7,0
22712,1974,Graduation,Single,49166,17,5,3,6,0
22713,1951,Graduation,Married,94642,35,5,9,1,0
22714,1970,2n Cycle,Married,15315,27,2,4,5,0
22715,1965,PhD,Divorced,57912,34,8,12,5,0
22716,1970,PhD,Married,59892,26,2,3,3,0
22717,1979,Graduation,Married,71626,94,5,8,3,0
22718,1956,PhD,Widow,78028,38,6,9,7,1
22719,1956,Graduation,Married,79456,12,5,4,3,1
22720,1958,Master,Single,75154,79,6,6,3,1
22721,1961,Graduation,Single,82332,89,5,12,2,1
22722,1953,Graduation,Together,41452,86,1,2,7,0
22723,1953,Graduation,Single,73892,40,3,8,1,1
22724,1971,Graduation,Together,38232,84,3,3,5,0
22725,1974,Graduation,Married,44989,26,5,5,6,0
22726,1975,Graduation,Together,22280,85,1,2,8,0
22727,1954,PhD,Single,90933,90,4,4,1,0
22728,1951,Graduation,Married,71107,61,7,13,4,0
22729,1975,PhD,Married,45503,54,3,4,5,0
22730,1969,PhD,Single,48240,73,6,13,5,1
22731,1958,Graduation,Married,61074,37,11,8,7,0
22732,1972,PhD,Together,62220,55,7,5,6,1
22733,1963,Graduation,Married,22419,74,3,2,8,0
22734,1963,PhD,Married,4023,29,0,0,19,0
22735,1979,2n Cycle,Married,31086,79,1,2,8,0
22736,1984,Basic,Single,25707,18,1,3,7,0
22737,1975,Master,Single,81169,47,5,9,2,0
22738,1978,Graduation,Married,38415,91,1,3,7,0
22739,1951,Master,Single,49389,55,2,3,7,0
22740,1977,PhD,Married,69389,17,7,12,4,0
22741,1962,2n Cycle,Together,82122,89,3,13,1,0
22742,1958,2n Cycle,Single,75342,38,5,10,4,0
22743,1984,Graduation,Together,16529,23,1,3,6,0
22744,1959,Graduation,Together,71367,24,4,7,2,0
22745,1985,Graduation,Single,22327,94,1,3,5,0
22746,1975,Graduation,Together,59481,47,3,8,2,0
22747,1986,Basic,Single,14906,86,2,3,7,0
22748,1975,Master,Single,46098,86,3,2,8,0
22749,1961,PhD,Single,84865,1,2,9,4,1
22750,1956,Graduation,Married,48195,53,4,5,6,0
22751,1966,Graduation,Together,37758,49,1,3,8,0
22752,1986,PhD,Together,34320,66,1,2,8,0
22753,1970,PhD,Married,38853,90,2,3,7,0
22754,1973,Graduation,Single,34853,75,2,3,6,0
22755,1975,Graduation,Single,33955,92,5,5,8,0
22756,1977,Graduation,Married,72117,34,9,9,5,0
22757,1967,Graduation,Married,42664,44,1,3,6,0
22758,1971,Master,Together,80573,85,4,13,2,0
22759,1969,Graduation,Married,26304,5,1,2,7,0
22760,1970,Graduation,Together,81205,43,5,7,2,1
22761,1965,Graduation,Single,61559,8,4,10,3,0
22762,1976,PhD,Together,162397,31,0,1,1,0
22763,1974,2n Cycle,Married,20130,99,1,3,8,0
22764,1969,Master,Single,39858,67,2,4,6,1
22765,1900,2n Cycle,Divorced,36640,99,2,2,5,0
22766,1976,Graduation,Divorced,64892,77,6,12,4,0
22767,1966,Graduation,Widow,79946,19,5,5,3,0
22768,1968,Graduation,Together,35322,34,2,4,8,0
22769,1983,Master,Married,27100,64,1,3,7,0
22770,1977,Graduation,Married,54809,0,2,5,4,1
22771,1966,Graduation,Divorced,55686,27,6,5,4,0
22772,1972,PhD,Single,55260,81,8,5,6,0
22773,1954,PhD,Single,74637,73,6,9,3,0
22774,1984,Graduation,Married,40059,82,6,3,8,0
22775,1956,Graduation,Married,63943,50,6,6,5,0
22776,1976,Graduation,Married,61064,80,8,11,6,0
22777,1969,Graduation,Together,38361,74,3,3,7,0
22778,1979,Master,Single,16653,10,2,3,6,1
22779,1954,PhD,Single,90933,90,4,4,1,0
22780,1981,2n Cycle,Together,75774,27,7,8,4,0
22781,1967,Graduation,Married,22574,28,2,3,7,0
22782,1977,Graduation,Together,46931,94,1,3,3,0
22783,1965,Graduation,Together,83003,18,7,8,3,1
22784,1943,Master,Married,65073,65,5,5,2,0
22785,1983,Graduation,Together,28427,67,2,3,8,0
22786,1990,PhD,Married,74214,3,8,5,5,0
22787,1987,Graduation,Together,67430,6,11,12,6,0
22788,1971,Master,Married,34109,39,0,3,4,0
22789,1968,Graduation,Single,75922,60,4,9,1,0
22790,1985,PhD,Married,18169,40,1,2,8,0
